file,chapter,entry,status,reviewed_on,current_url,previous_url,issue,candidate_title,candidate_url,candidate_confidence,recommended_action,evidence_url
Part_03_YoutubeVideos.md,Chapter 3.1C - Multi-Modal Evaluation,Visual Question Answering with Vision Transformers,review_required,2026-07-28,https://www.youtube.com/watch?v=5tW3y7lm7V0,,No reliable current or archived metadata trail was recovered for the assigned video ID.,Visual Question Answering with ViLT,https://huggingface.co/docs/transformers/tasks/visual_question_answering,high,The official guide is topic-correct but not evidence that this video ID is correct; verify or replace editorially.,https://huggingface.co/docs/transformers/tasks/visual_question_answering
Part_03_YoutubeVideos.md,Chapter 3.6 - Agent Benchmarking Frameworks,AgentBench - Benchmarking LLMs as Agents,review_required,2026-07-28,https://www.youtube.com/watch?v=lREQzTVJbIY,,No reliable current or archived metadata trail was recovered for the assigned video ID.,AgentBench official repository,https://github.com/THUDM/AgentBench,high,Use the official project repository as a fallback; do not claim the current video is canonical without verification.,https://github.com/THUDM/AgentBench
Part_03_YoutubeVideos.md,Chapter 3.6 - Agent Benchmarking Frameworks,Evaluating Code Generation with HumanEval,review_required,2026-07-28,https://www.youtube.com/watch?v=i8wpLm2j0I0,,No reliable current or archived metadata trail was recovered for the assigned video ID.,OpenAI HumanEval,https://github.com/openai/human-eval,high,Use the primary repository as a fallback and verify any replacement video independently.,https://github.com/openai/human-eval
Part_03_YoutubeVideos.md,Chapter 3.6 - Agent Benchmarking Frameworks,Evaluating Tool Use in Language Models,review_required,2026-07-28,https://www.youtube.com/watch?v=kqm8pNGX96k,,No reliable current or archived metadata trail was recovered for the assigned video ID.,Berkeley Function-Calling Leaderboard,https://gorilla.cs.berkeley.edu/leaderboard.html,medium,BFCL is a strong current evaluation reference but is not proof of the intended video; require editorial review.,https://gorilla.cs.berkeley.edu/leaderboard.html
Part_03_YoutubeVideos.md,Chapter 3.6 - Agent Benchmarking Frameworks,Multi-Task Evaluation of Language Models,review_required,2026-07-28,https://www.youtube.com/watch?v=gEZrGsRMK4k,,No reliable current or archived metadata trail was recovered for the assigned video ID.,BIG-bench,https://github.com/google/BIG-bench,medium,"The heading could refer to BIG-bench, HELM, or general benchmark design; disambiguate before replacing.",https://github.com/google/BIG-bench
Part_04_YoutubeVideos.md,Chapter 4.1 - AI Agent Deployment and Scaling,Du Blue-Green au Canary Release avec Kubernetes - Mathieu Herbert,verified,2026-07-29,https://www.youtube.com/watch?v=e_13aTsxNoY,,An independent BreizhCamp recap identifies this exact YouTube ID as Mathieu Herbert's Kubernetes blue-green and canary-release talk.,,,high,Retain the assigned video and exact conference-talk title; recheck availability periodically.,https://medium.com/slickteam/retour-du-breizhcamp-du-blue-green-au-canary-release-a32dbe9f5568
Part_04_YoutubeVideos.md,Chapter 4.1 - AI Agent Deployment and Scaling,Kong Gateway Microservice Architecture,review_required,2026-07-28,https://www.youtube.com/watch?v=qJYWpRuoBx8,,No reliable current or archived metadata trail was recovered for the assigned video ID.,Kong Gateway documentation,https://developer.konghq.com/gateway/,high,Use official Kong Gateway documentation as a fallback and verify the existing video ID before publishing.,https://developer.konghq.com/gateway/
Part_04_YoutubeVideos.md,Chapter 4.1 - AI Agent Deployment and Scaling,Kong Your Way into the New Year: An Introduction to API Gateway,review_required,2026-07-28,https://www.youtube.com/watch?v=xjBavX0JFGk,,No reliable current or archived metadata trail was recovered for the assigned video ID.,What is an API gateway?,https://konghq.com/blog/learning-center/what-is-an-api-gateway,medium,The official overview is topic-correct but may not be the intended conference video; require manual verification.,https://konghq.com/blog/learning-center/what-is-an-api-gateway
Part_04_YoutubeVideos.md,Chapter 4.1 - AI Agent Deployment and Scaling,Kubernetes Crash Course for Absolute Beginners [NEW],verified,2026-07-29,https://www.youtube.com/watch?v=s_o8dwzRlu4,,The creator's published DevOps roadmap preserves this exact title and YouTube ID.,,,high,Retain the assigned TechWorld with Nana video; recheck availability periodically.,https://www.techworld-with-nana.com/post/the-ultimate-devops-roadmap
Part_04_YoutubeVideos.md,Chapter 4.2 - Deployment & Scaling Architecture,Du Blue-Green au Canary Release avec Kubernetes - Mathieu Herbert,verified,2026-07-29,https://www.youtube.com/watch?v=e_13aTsxNoY,,An independent BreizhCamp recap identifies this exact YouTube ID as Mathieu Herbert's Kubernetes blue-green and canary-release talk.,,,high,Retain the assigned video and exact conference-talk title; recheck availability periodically.,https://medium.com/slickteam/retour-du-breizhcamp-du-blue-green-au-canary-release-a32dbe9f5568
Part_04_YoutubeVideos.md,Chapter 4.3 - Container Orchestration and Edge Deployment,Kubernetes Crash Course for Absolute Beginners [NEW],verified,2026-07-29,https://www.youtube.com/watch?v=s_o8dwzRlu4,,The creator's published DevOps roadmap preserves this exact title and YouTube ID.,,,high,Retain the assigned TechWorld with Nana video; recheck availability periodically.,https://www.techworld-with-nana.com/post/the-ultimate-devops-roadmap
Part_04_YoutubeVideos.md,Chapter 4.5 - NVIDIA NIM and Triton Inference Server,Clara with Kubernetes - GPU Multi-Node,verified,2026-07-29,https://www.youtube.com/watch?v=lw0c1Ah-c-E,,"An indexed technical walkthrough preserves the exact title, YouTube ID, and coverage of GPU Operator, Kubernetes scheduling, and NVIDIA Clara.",,,high,Retain as a verified historical resource and keep the current NVIDIA GPU Operator documentation as a modernization companion.,https://hackmd.io/@tsungjung411/ryvlVGjiv
Part_04_YoutubeVideos.md,Chapter 4.5 - NVIDIA NIM and Triton Inference Server,Deploying vLLM with Hugging Face Inference Endpoints,resolved_official_replacement,2026-07-28,https://huggingface.co/docs/inference-endpoints/engines/vllm,https://www.youtube.com/watch?v=80bIUggRJf4,The previous target explained KV-cache memory rather than vLLM deployment.,vLLM on Inference Endpoints,https://huggingface.co/docs/inference-endpoints/engines/vllm,high,Keep the official deployment documentation as the canonical reference.,https://huggingface.co/docs/inference-endpoints/engines/vllm
Part_04_YoutubeVideos.md,Chapter 4.5 - NVIDIA NIM and Triton Inference Server,Kubernetes HPA Not Scaling? The Complete Troubleshooting Guide on HPA,verified,2026-07-29,https://www.youtube.com/watch?v=wtJ09xDuSx0,,The author's companion article explicitly links this ID as the live-demo video for the same HPA troubleshooting guide.,,,high,Retain the assigned video and current Kubernetes autoscaling documentation as a companion reference.,https://medium.com/@chaisarfati/kubernetes-hpa-not-scaling-the-complete-troubleshooting-guide-on-hpa-b159cce821f1
Part_04_YoutubeVideos.md,Chapter 4.7 - Scaling Strategies,Kubernetes HPA Not Scaling? The Complete Troubleshooting Guide on HPA,verified,2026-07-29,https://www.youtube.com/watch?v=wtJ09xDuSx0,,The author's companion article explicitly links this ID as the live-demo video for the same HPA troubleshooting guide.,,,high,Retain the assigned video and current Kubernetes autoscaling documentation as a companion reference.,https://medium.com/@chaisarfati/kubernetes-hpa-not-scaling-the-complete-troubleshooting-guide-on-hpa-b159cce821f1
Part_05_YoutubeVideos.md,Chapter 5.12 - Learning-Based Decision Making,Multi-Agent RL Logic,review_required,2026-07-28,https://www.youtube.com/watch?v=8fICnUvIw6g,,No reliable current or archived metadata trail was recovered for the assigned video ID.,Stanford CS221: Multi-Agent Game Playing,https://www.youtube.com/watch?v=UgANzoWc0nc,medium,The Stanford lecture is a plausible topic match but not proven to be the intended replacement; review scope before changing.,https://www.youtube.com/watch?v=UgANzoWc0nc
Part_05_YoutubeVideos.md,Chapter 5.12 - Learning-Based Decision Making,Thompson Sampling for RL,review_required,2026-07-28,https://www.youtube.com/watch?v=xjGK-wm0PkI,,No reliable current or archived metadata trail was recovered for the assigned video ID.,Stanford CS109: Beta distributions and Thompson sampling,https://web.stanford.edu/class/archive/cs/cs109/cs109.1248/lectures/15-Beta/,low,"The strongest primary teaching resource is a Bayesian bandit lesson, not specifically reinforcement learning; revise the heading or find an RL-specific source.",https://web.stanford.edu/class/archive/cs/cs109/cs109.1248/lectures/15-Beta/
Part_05_YoutubeVideos.md,Chapter 5.4 - Hierarchical Planning,HTN Planning Tutorial Series - Video 1,review_required,2026-07-28,https://www.youtube.com/watch?v=7L3tcoFMR7w,,No reliable current or archived metadata trail was recovered for the assigned video ID.,SHOP hierarchical task-network planning,https://www.cs.umd.edu/projects/shop/description.html,low,No canonical matching video was recovered; retain only after manual verification or replace with an approved HTN source.,https://www.cs.umd.edu/projects/shop/description.html
Part_05_YoutubeVideos.md,Chapter 5.4 - Hierarchical Planning,HTN Planning Tutorial Series - Video 2,review_required,2026-07-28,https://www.youtube.com/watch?v=MypF9_5wvlM,,No reliable current or archived metadata trail was recovered for the assigned video ID.,SHOP hierarchical task-network planning,https://www.cs.umd.edu/projects/shop/description.html,low,No canonical matching video was recovered; retain only after manual verification or replace with an approved HTN source.,https://www.cs.umd.edu/projects/shop/description.html
Part_05_YoutubeVideos.md,Chapter 5.4 - Hierarchical Planning,Parallelization and Orchestrator-Worker Workflows with LangGraph,resolved_official_replacement,2026-07-28,https://docs.langchain.com/oss/python/langgraph/workflows-agents,https://www.youtube.com/watch?v=8lF7HmQ_RgY,The previous target was an unrelated interview rather than a parallel-agent workflow resource.,LangGraph Workflows and Agents,https://docs.langchain.com/oss/python/langgraph/workflows-agents,high,Keep the official parallelization and orchestrator-worker reference.,https://docs.langchain.com/oss/python/langgraph/workflows-agents
Part_05_YoutubeVideos.md,Chapter 5.5 - Monte Carlo Tree Search,MCTS Tutorial,verified,2026-07-29,https://www.youtube.com/watch?v=reoP5usaYU4,,An indexed technical MCTS article explicitly identifies this exact ID as its MCTS video tutorial reference.,,,high,Retain the assigned tutorial; recheck the publisher and runtime periodically.,https://medium.com/@anglenexus/deep-reinforcement-learning-from-scratch-ml-infra-5-mcts-ml-7038ff394b02
Part_05_YoutubeVideos.md,Chapter 5.7 - Episodic Memory,Knowledge Accumulation in Continually Learned Representations and the Issue of Feature Forgetting,verified,2026-07-29,https://www.youtube.com/watch?v=od0GNwd4-Cs,,The primary OpenReview record for the accepted paper links this exact YouTube video.,,,high,Retain the assigned author presentation and exact paper title.,https://openreview.net/forum?id=aHtZuZfHcf
Part_05_YoutubeVideos.md,Chapter 5.8 - Semantic Memory,Weaviate Vector Database,review_required,2026-07-28,https://www.youtube.com/watch?v=4sLJapXEPd4,,No reliable current or archived metadata trail was recovered for the assigned video ID.,Weaviate documentation,https://docs.weaviate.io/weaviate,high,Use the official documentation as a fallback; manually verify or replace the current video ID.,https://docs.weaviate.io/weaviate
Part_09_YoutubeVideos.md,Chapter 9.3: Sandboxing and Isolation,Kubernetes Crash Course for Absolute Beginners [NEW],verified,2026-07-29,https://www.youtube.com/watch?v=s_o8dwzRlu4,,The creator's published DevOps roadmap preserves this exact title and YouTube ID.,,,high,Retain the assigned TechWorld with Nana video; recheck availability periodically.,https://www.techworld-with-nana.com/post/the-ultimate-devops-roadmap
