priority,resource_id,file,chapter,title,current_url,issue,candidate_title,candidate_url,candidate_confidence,recommended_action,internal_exact_match_count,internal_exact_match_urls
1_linked_target_unverified,VR-8FB22902A3726ABA,Part_05_YoutubeVideos.md,Chapter 5.4 - Hierarchical Planning,HTN Planning Tutorial Series - Video 1,https://www.youtube.com/watch?v=7L3tcoFMR7w,No reliable current or archived metadata trail was recovered for the assigned video ID.,SHOP hierarchical task-network planning,https://www.cs.umd.edu/projects/shop/description.html,low,No canonical matching video was recovered; retain only after manual verification or replace with an approved HTN source.,,
1_linked_target_unverified,VR-08E5233C3FE57D30,Part_05_YoutubeVideos.md,Chapter 5.4 - Hierarchical Planning,HTN Planning Tutorial Series - Video 2,https://www.youtube.com/watch?v=MypF9_5wvlM,No reliable current or archived metadata trail was recovered for the assigned video ID.,SHOP hierarchical task-network planning,https://www.cs.umd.edu/projects/shop/description.html,low,No canonical matching video was recovered; retain only after manual verification or replace with an approved HTN source.,,
1_linked_target_unverified,VR-9BFAA617ED117851,Part_05_YoutubeVideos.md,Chapter 5.8 - Semantic Memory,Weaviate Vector Database,https://www.youtube.com/watch?v=4sLJapXEPd4,No reliable current or archived metadata trail was recovered for the assigned video ID.,Weaviate documentation,https://docs.weaviate.io/weaviate,high,Use the official documentation as a fallback; manually verify or replace the current video ID.,,
1_linked_target_unverified,VR-DD6F2B6BA70B536B,Part_05_YoutubeVideos.md,Chapter 5.12 - Learning-Based Decision Making,Multi-Agent RL Logic,https://www.youtube.com/watch?v=8fICnUvIw6g,No reliable current or archived metadata trail was recovered for the assigned video ID.,Stanford CS221: Multi-Agent Game Playing,https://www.youtube.com/watch?v=UgANzoWc0nc,medium,The Stanford lecture is a plausible topic match but not proven to be the intended replacement; review scope before changing.,,
1_linked_target_unverified,VR-A9642FAA211DE3C5,Part_05_YoutubeVideos.md,Chapter 5.12 - Learning-Based Decision Making,Thompson Sampling for RL,https://www.youtube.com/watch?v=xjGK-wm0PkI,No reliable current or archived metadata trail was recovered for the assigned video ID.,Stanford CS109: Beta distributions and Thompson sampling,https://web.stanford.edu/class/archive/cs/cs109/cs109.1248/lectures/15-Beta/,low,"The strongest primary teaching resource is a Bayesian bandit lesson, not specifically reinforcement learning; revise the heading or find an RL-specific source.",,
2_unlinked_discovery_candidate,VR-FFFB4F10878D3B70,Part_07_YoutubeVideos.md,Chapter 7.1A: NeMo Framework and Six Rails,NVIDIA NeMo Guardrails - Full Walkthrough,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-545B8C529BD5C8C4,Part_07_YoutubeVideos.md,Chapter 7.1A: NeMo Framework and Six Rails,Building Trustworthy AI with NeMo Guardrails,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-A67ED10CB77E8104,Part_07_YoutubeVideos.md,Chapter 7.1A: NeMo Framework and Six Rails,Deploying LLMs With Triton Inference Server,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-CBF9AFDD62FDE266,Part_07_YoutubeVideos.md,Chapter 7.1A: NeMo Framework and Six Rails,AlignScore for Factual Consistency,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-6E21D71363054D56,Part_07_YoutubeVideos.md,Chapter 7.1A: NeMo Framework and Six Rails,PyTorch Conference 2025 - Tensor Parallelism Sessions,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-78D11F838B9D4603,Part_07_YoutubeVideos.md,Chapter 7.1A: NeMo Framework and Six Rails,NeMo Agent Toolkit Overview,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-2A08698377FF5409,Part_07_YoutubeVideos.md,Chapter 7.1A: NeMo Framework and Six Rails,NeMo Open Source Toolkit,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-FB2D953D39E43316,Part_07_YoutubeVideos.md,Chapter 7.1B: Colang DSL and NIM Integration,NeMo Guardrails Full Walkthrough,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-EFB92F14D0937EAF,Part_07_YoutubeVideos.md,Chapter 7.1B: Colang DSL and NIM Integration,Advanced Guardrails for AI Agents,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-CFC02062A2BDBD5E,Part_07_YoutubeVideos.md,Chapter 7.1B: Colang DSL and NIM Integration,Building Trustworthy AI with Guardrails,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-1BA062019590533F,Part_07_YoutubeVideos.md,Chapter 7.1B: Colang DSL and NIM Integration,Prompt Injection & Jailbreaking Demo,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-9C6FB00D8ACE409C,Part_07_YoutubeVideos.md,Chapter 7.1B: Colang DSL and NIM Integration,Microservices Full Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-32903ABF93CE4D05,Part_07_YoutubeVideos.md,Chapter 7.1B: Colang DSL and NIM Integration,Spring Boot Microservices Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-18CB26CCD22F6791,Part_07_YoutubeVideos.md,Chapter 7.1B: Colang DSL and NIM Integration,DeepLearning.AI Safe and Reliable AI,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-CBE93A8FDCDB084B,Part_07_YoutubeVideos.md,Chapter 7.1B: Colang DSL and NIM Integration,NVIDIA TensorRT-LLM Documentation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-B6C519439006203B,Part_07_YoutubeVideos.md,Chapter 7.1B: Colang DSL and NIM Integration,OWASP Top 10 for LLM Applications,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-F5F5C50BB4F51EBD,Part_07_YoutubeVideos.md,Chapter 7.2A: Local Development Setup,vLLM Inference and LLM Server Engine,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-2E0AB99DE2BF23E3,Part_07_YoutubeVideos.md,Chapter 7.2A: Local Development Setup,vLLM on Kubernetes in Production,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-3766A2FBB3B90660,Part_07_YoutubeVideos.md,Chapter 7.2A: Local Development Setup,Torch-TensorRT Deep Learning Inference Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-DC6825CE34B5C2B1,Part_07_YoutubeVideos.md,Chapter 7.2A: Local Development Setup,Stable Diffusion with RTX and TensorRT,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-754A8535CF5DC7CB,Part_07_YoutubeVideos.md,Chapter 7.2A: Local Development Setup,LLMOps Model Conversion Comparison,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-6B47948275A8555B,Part_07_YoutubeVideos.md,Chapter 7.2A: Local Development Setup,Kubernetes HPA Setup and Configuration,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-78944CDC4042BE41,Part_07_YoutubeVideos.md,Chapter 7.2A: Local Development Setup,Kubernetes Fault-Tolerant Message Processing,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-E2814F996D709DA2,Part_07_YoutubeVideos.md,Chapter 7.2A: Local Development Setup,Additional vLLM and Kubernetes Tutorials,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-100361D489EBA2A7,Part_07_YoutubeVideos.md,Chapter 7.3: NeMo Agent Toolkit,DeepLearning.AI NeMo Agent Toolkit Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-A1D9132CE614542B,Part_07_YoutubeVideos.md,Chapter 7.3: NeMo Agent Toolkit,Sentence Transformers Documentation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-93C7AD530155D819,Part_07_YoutubeVideos.md,Chapter 7.3: NeMo Agent Toolkit,LangGraph Multi-Agent Workflows,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,1,https://www.youtube.com/watch?v=hvAPnpSfSGo
2_unlinked_discovery_candidate,VR-DB5C43D735342778,Part_07_YoutubeVideos.md,Chapter 7.3: NeMo Agent Toolkit,OpenTelemetry Integration Guide,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-A40E25CB7EB53216,Part_07_YoutubeVideos.md,Chapter 7.3: NeMo Agent Toolkit,VictoriaMetrics Observability,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-1AE77109DB4105CA,Part_07_YoutubeVideos.md,Chapter 7.3: NeMo Agent Toolkit,Made With ML CI/CD Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-BB26C0DD1A2EBF89,Part_07_YoutubeVideos.md,Chapter 7.3: NeMo Agent Toolkit,Langfuse Cost Tracking,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D82E4709EB50634F,Part_07_YoutubeVideos.md,Chapter 7.3: NeMo Agent Toolkit,AsyncIO Complete Guide,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D401EF8DCE1DCC88,Part_07_YoutubeVideos.md,Chapter 7.3: NeMo Agent Toolkit,LLM Agent Evaluation & Benchmarking,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-B1651B50E495A358,Part_07_YoutubeVideos.md,Chapter 7.3: NeMo Agent Toolkit,CrewAI Multi-Agent Systems,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-4A33A713D5A13FD0,Part_07_YoutubeVideos.md,Chapter 7.4: Quantization Fundamentals,LLM Inference Optimization,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-034F45C480A55C6C,Part_07_YoutubeVideos.md,Chapter 7.4: Quantization Fundamentals,vLLM PagedAttention Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-554D831EE19A429C,Part_07_YoutubeVideos.md,Chapter 7.4: Quantization Fundamentals,GGUF Quantization Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-73B8473FFC621871,Part_07_YoutubeVideos.md,Chapter 7.4: Quantization Fundamentals,PyTorch Quantization Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-EDCAF8CFE73E6602,Part_07_YoutubeVideos.md,Chapter 7.4: Quantization Fundamentals,TensorRT Compilation and Calibration,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-5D32671A1FAF3220,Part_07_YoutubeVideos.md,Chapter 7.4: Quantization Fundamentals,Attention Mechanism Explanation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-54043968CEEA6FAC,Part_07_YoutubeVideos.md,Chapter 7.6: GPU Security and Multi-Instance GPU,Lambda Labs MIG Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-07D3D21342BA1FA4,Part_07_YoutubeVideos.md,Chapter 7.6: GPU Security and Multi-Instance GPU,KubeCon Europe 2024: GPU Management,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-CBA43CE488CE8AA5,Part_07_YoutubeVideos.md,Chapter 7.6: GPU Security and Multi-Instance GPU,KubeCon Europe 2024: Precision GPU Scheduling,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D7663B12FCF60A2E,Part_07_YoutubeVideos.md,Chapter 7.6: GPU Security and Multi-Instance GPU,Google Cloud Tech: GPU/TPU Obtainability,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-F7C0DD02DD5CC6EF,Part_07_YoutubeVideos.md,Chapter 7.6: GPU Security and Multi-Instance GPU,Rafay Platform: Fractional GPUs,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-A1789EC27D569574,Part_08_YoutubeVideos.md,Chapter 8.1: Latency Fundamentals,CNCF Conference Talk: Distributed Tracing with Jaeger and OpenTelemetry,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-5986F57C8B93ABA8,Part_08_YoutubeVideos.md,Chapter 8.2A: Error Taxonomy and SLOs,MIT 6.824 Distributed Systems,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-6065D417C934644A,Part_08_YoutubeVideos.md,Chapter 8.2A: Error Taxonomy and SLOs,Jenny's Lectures - Deadlock Series,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-34F39B3B97C6F961,Part_08_YoutubeVideos.md,Chapter 8.2A: Error Taxonomy and SLOs,Topological Sort Algorithms,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-62D0CE3EDFBA595E,Part_08_YoutubeVideos.md,Chapter 8.2A: Error Taxonomy and SLOs,Circuit Breaker Patterns,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-EBB4E9D76917E465,Part_08_YoutubeVideos.md,Chapter 8.2B: Circuit Breakers and NeMo Guardrails,Battle of the Circuit Breakers,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-0ECC4D2C8D2C8FE9,Part_08_YoutubeVideos.md,Chapter 8.2B: Circuit Breakers and NeMo Guardrails,freeCodeCamp - Microservices Courses,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D27874EF5BC38080,Part_08_YoutubeVideos.md,Chapter 8.2B: Circuit Breakers and NeMo Guardrails,Martin Kleppmann's Distributed Systems Lectures,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-5D4E177F2F91F80D,Part_08_YoutubeVideos.md,Chapter 8.2B: Circuit Breakers and NeMo Guardrails,TechWorld with Nana - Prometheus/Grafana Monitoring,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-DCAF79864D1C973D,Part_08_YoutubeVideos.md,Chapter 8.2B: Circuit Breakers and NeMo Guardrails,Google SRE Documentation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-A7E16D8DF8A71771,Part_08_YoutubeVideos.md,Chapter 8.2B: Circuit Breakers and NeMo Guardrails,Resilience4j Documentation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-EB5E03F844F86A49,Part_08_YoutubeVideos.md,Chapter 8.2B: Circuit Breakers and NeMo Guardrails,NeMo Guardrails Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-8C41323DFC261274,Part_08_YoutubeVideos.md,Chapter 8.3: Token Economics,Neural Networks: Zero to Hero (Tokenization),,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-57A762CD2E0B26CE,Part_08_YoutubeVideos.md,Chapter 8.3: Token Economics,Attention in Transformers,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,4,https://www.youtube.com/watch?v=eMlx5fFNoYc
2_unlinked_discovery_candidate,VR-8809D8D7D261B819,Part_08_YoutubeVideos.md,Chapter 8.3: Token Economics,Transformers Tech Behind LLMs,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-CAF284A8E7424D1B,Part_08_YoutubeVideos.md,Chapter 8.3: Token Economics,ChatGPT Prompt Engineering,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-F702CBDD5D079813,Part_08_YoutubeVideos.md,Chapter 8.3: Token Economics,OpenAI API Five Projects,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-38276BED4284ED21,Part_08_YoutubeVideos.md,Chapter 8.3: Token Economics,RAG-Based LLM App,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-58BB9FEFA5DD7603,Part_08_YoutubeVideos.md,Chapter 8.3: Token Economics,LLM Observability Series,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D5911E88A1BA1AF5,Part_08_YoutubeVideos.md,Chapter 8.3: Token Economics,ML System Design,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-854E63B0487CBCE7,Part_08_YoutubeVideos.md,Chapter 8.3: Token Economics,Fine-Tune LLMs in 2025,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-BEC3A49E1AE1FE94,Part_09_YoutubeVideos.md,Chapter 9.1: Output Filtering,NVIDIA's NeMo Guardrails Full Walkthrough,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-0255EFE61009D35B,Part_09_YoutubeVideos.md,Chapter 9.1: Output Filtering,Building Trustworthy AI with NeMo Guardrails,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-2763B023C89A1F1C,Part_09_YoutubeVideos.md,Chapter 9.1: Output Filtering,AI Bias and Fairness,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-5865D75ABBC62EE3,Part_09_YoutubeVideos.md,Chapter 9.1: Output Filtering,Advanced Guardrails for AI Agents,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-408A6248593800A1,Part_09_YoutubeVideos.md,Chapter 9.2: Action Constraints,OAuth 2.0 Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-9CEA31C534530422,Part_09_YoutubeVideos.md,Chapter 9.2: Action Constraints,RBAC vs ABAC Comparison,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-BEE7A981E6C3C038,Part_09_YoutubeVideos.md,Chapter 9.2: Action Constraints,Least Privilege Implementation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-0A04B3DB540A67F8,Part_09_YoutubeVideos.md,Chapter 9.2: Action Constraints,API Gateway Security,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-24A8EBA88EB468E0,Part_09_YoutubeVideos.md,Chapter 9.2: Action Constraints,Zero Trust Security Architecture,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-21B92A5CAE628930,Part_09_YoutubeVideos.md,Chapter 9.2: Action Constraints,Just-in-Time Access Implementation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-C87F2EAE43C66CEF,Part_09_YoutubeVideos.md,Chapter 9.2: Action Constraints,AI Agent Permission Models,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
