resource_id,file,part,chapter,chapter_topics,entry_order_in_chapter,entry_order_in_file,title,has_url,url,canonical_url,target_type,target_key,youtube_id,duration_text,has_duration,provider,covers,source_line,status,reviewed_on,issue,candidate_title,candidate_url,candidate_confidence,recommended_action,target_occurrences,target_distinct_titles,target_distinct_chapters
VR-27A7A53F78BCB8BE,Part_01_YoutubeVideos.md,1,Chapter 1.2 - Core Patterns,"ReAct Pattern, Plan-and-Execute, Reflection Pattern, Tool-Use Architecture",4,16,Prompt Injection in LLM Agents,True,https://www.youtube.com/watch?v=43qfHaKh0Xk,https://www.youtube.com/watch?v=43qfHaKh0Xk,youtube_video,youtube:video:43qfHaKh0Xk,43qfHaKh0Xk,~35 minutes,True,,"Security vulnerabilities in ReAct agents, tool-use security, jailbreaking techniques",100,assigned,,,,,,,1,1,1
VR-243BCEC2093E1B83,Part_01_YoutubeVideos.md,1,Chapter 1.2 - Core Patterns,"ReAct Pattern, Plan-and-Execute, Reflection Pattern, Tool-Use Architecture",5,17,AI Agent Tool Calling Example,True,https://www.youtube.com/watch?v=4KXK6c6TVXQ,https://www.youtube.com/watch?v=4KXK6c6TVXQ,youtube_video,youtube:video:4KXK6c6TVXQ,4KXK6c6TVXQ,,False,,"Tool-Use Architecture, function calling mechanisms, API integration",104,assigned,,,,,,,2,2,2
VR-3B9E05775FD444EC,Part_01_YoutubeVideos.md,1,Chapter 1.2 - Core Patterns,"ReAct Pattern, Plan-and-Execute, Reflection Pattern, Tool-Use Architecture",6,18,LangChain Agents Deep Dive with GPT-3.5 - James Briggs,True,https://www.youtube.com/watch?v=jSP-gSEyVeI,https://www.youtube.com/watch?v=jSP-gSEyVeI,youtube_video,youtube:video:jSP-gSEyVeI,jSP-gSEyVeI,~32 minutes,True,,"LangChain tools, agent types, AgentExecutor, calculator and SQL examples, and agent workflows",108,assigned,,,,,,,1,1,1
VR-942A4D9A9A1EAE83,Part_01_YoutubeVideos.md,1,Chapter 1.2 - Core Patterns,"ReAct Pattern, Plan-and-Execute, Reflection Pattern, Tool-Use Architecture",7,19,Advanced LangChain Concepts (James Briggs),True,https://www.youtube.com/watch?v=RflBcK0oDH0,https://www.youtube.com/watch?v=RflBcK0oDH0,youtube_video,youtube:video:RflBcK0oDH0,RflBcK0oDH0,~25 minutes,True,,"Advanced agent patterns, chaining, workflow orchestration",112,assigned,,,,,,,1,1,1
VR-C7ED43CF8B8B0464,Part_01_YoutubeVideos.md,1,Chapter 1.3 - Multi-Agent Systems,"Multi-Agent Collaboration, Swarm Intelligence, Communication Mechanisms, Distributed Systems",1,20,LangGraph Multi-Agent Collaboration,True,https://www.youtube.com/watch?v=hvAPnpSfSGo,https://www.youtube.com/watch?v=hvAPnpSfSGo,youtube_video,youtube:video:hvAPnpSfSGo,hvAPnpSfSGo,~38 minutes,True,,"Multi-agent patterns, LangGraph implementation, agent coordination",123,assigned,,,,,,,4,3,4
VR-D5A53F438165F7F8,Part_01_YoutubeVideos.md,1,Chapter 1.3 - Multi-Agent Systems,"Multi-Agent Collaboration, Swarm Intelligence, Communication Mechanisms, Distributed Systems",2,21,Distributed Systems - Full Course (Martin Kleppmann),True,https://www.youtube.com/playlist?list=PLeKd45zvjcDFUEv_ohr_HdUFe97RItdiB,https://www.youtube.com/playlist?list=PLeKd45zvjcDFUEv_ohr_HdUFe97RItdiB,youtube_playlist,youtube:playlist:PLeKd45zvjcDFUEv_ohr_HdUFe97RItdiB,,~7 hours,True,,"Distributed systems fundamentals, consensus algorithms, message passing, replication, Raft protocol",127,assigned,,,,,,,1,1,1
VR-66164A8FA6CA35BA,Part_01_YoutubeVideos.md,1,Chapter 1.3 - Multi-Agent Systems,"Multi-Agent Collaboration, Swarm Intelligence, Communication Mechanisms, Distributed Systems",3,22,Distributed Systems Lecture 1,True,https://www.youtube.com/watch?v=UEAMfLPZZhE,https://www.youtube.com/watch?v=UEAMfLPZZhE,youtube_video,youtube:video:UEAMfLPZZhE,UEAMfLPZZhE,~60 minutes,True,,"RPC protocols, message passing communication fundamentals, distributed architecture",131,assigned,,,,,,,1,1,1
VR-E126474B0F782F83,Part_01_YoutubeVideos.md,1,Chapter 1.3 - Multi-Agent Systems,"Multi-Agent Collaboration, Swarm Intelligence, Communication Mechanisms, Distributed Systems",4,23,LangGraph Crash Course with Code Examples,True,https://www.youtube.com/watch?v=PqS1kib7RTw,https://www.youtube.com/watch?v=PqS1kib7RTw,youtube_video,youtube:video:PqS1kib7RTw,PqS1kib7RTw,~39 minutes,True,,"Multi-agent coordination, hierarchical orchestration, StateGraph patterns",135,assigned,,,,,,,2,1,2
VR-0572272D37F5985A,Part_01_YoutubeVideos.md,1,Chapter 1.3 - Multi-Agent Systems,"Multi-Agent Collaboration, Swarm Intelligence, Communication Mechanisms, Distributed Systems",5,24,Simulating Natural Selection - Emergent Behavior,True,https://www.youtube.com/watch?v=0ZGbIKd0XrM,https://www.youtube.com/watch?v=0ZGbIKd0XrM,youtube_video,youtube:video:0ZGbIKd0XrM,0ZGbIKd0XrM,~10 minutes,True,,"Swarm intelligence, emergent behavior, local interactions creating global patterns",139,assigned,,,,,,,1,1,1
VR-6F6746C22A39153F,Part_01_YoutubeVideos.md,1,Chapter 1.3 - Multi-Agent Systems,"Multi-Agent Collaboration, Swarm Intelligence, Communication Mechanisms, Distributed Systems",6,25,Ballerina gRPC Service - Simple RPC,True,https://ballerina.io/learn/by-example/grpc-service-simple/,https://ballerina.io/learn/by-example/grpc-service-simple/,web,ballerina.io/learn/by-example/grpc-service-simple,,,False,Official Ballerina documentation,"Protocol Buffers service definitions, stub generation, listener setup, and a single-request/single-response gRPC service",143,resolved_official_replacement,2026-07-28,The previous video was an installation/setup resource rather than the described gRPC introduction.,Ballerina gRPC Service - Simple RPC,https://ballerina.io/learn/by-example/grpc-service-simple/,high,Keep the official Ballerina example unless a verified video is specifically required.,1,1,1
VR-389671AA3E5AA0B6,Part_01_YoutubeVideos.md,1,Chapter 1.4 - Memory & Perception,"Vector Databases, Memory Systems, Transformer Architecture, RAG, Context Windows",1,26,Visualizing Neural Network Internals,True,https://www.youtube.com/watch?v=ChfEO8l-fas,https://www.youtube.com/watch?v=ChfEO8l-fas,youtube_video,youtube:video:ChfEO8l-fas,ChfEO8l-fas,~18 minutes,True,,"CNN visualization, perception pipeline, feature extraction techniques",155,assigned,,,,,,,1,1,1
VR-546A5FD2720C7B61,Part_01_YoutubeVideos.md,1,Chapter 1.4 - Memory & Perception,"Vector Databases, Memory Systems, Transformer Architecture, RAG, Context Windows",2,27,"Attention in Transformers, Visually Explained",True,https://www.youtube.com/watch?v=eMlx5fFNoYc,https://www.youtube.com/watch?v=eMlx5fFNoYc,youtube_video,youtube:video:eMlx5fFNoYc,eMlx5fFNoYc,~25 minutes,True,,"Transformer attention mechanism, ""lost in the middle"" effect, multi-headed self-attention",159,assigned,,,,,,,9,5,9
VR-EA2FB010FD1D574A,Part_01_YoutubeVideos.md,1,Chapter 1.4 - Memory & Perception,"Vector Databases, Memory Systems, Transformer Architecture, RAG, Context Windows",3,28,RAG from Scratch - Video Playlist,True,https://www.youtube.com/playlist?list=PLfaIDFEXuae2LXbO1_PKyVJiQ23ZztA0x,https://www.youtube.com/playlist?list=PLfaIDFEXuae2LXbO1_PKyVJiQ23ZztA0x,youtube_playlist,youtube:playlist:PLfaIDFEXuae2LXbO1_PKyVJiQ23ZztA0x,,~5-10 minutes per video,True,,"Query translation, RAPTOR hierarchical retrieval, ColBERT embeddings, advanced RAG techniques",163,assigned,,,,,,,2,2,2
VR-220544FC6AFCE7CE,Part_01_YoutubeVideos.md,1,Chapter 1.4 - Memory & Perception,"Vector Databases, Memory Systems, Transformer Architecture, RAG, Context Windows",4,29,How to Add Memory to LangGraph Agents,True,https://www.youtube.com/watch?v=wKeFV11Uvds,https://www.youtube.com/watch?v=wKeFV11Uvds,youtube_video,youtube:video:wKeFV11Uvds,wKeFV11Uvds,~35 minutes,True,,"Persistent memory with PostgreSQL + pgvector, long-term vs short-term memory architectures",167,assigned,,,,,,,3,2,3
VR-7C37D6DB7F5B8B61,Part_01_YoutubeVideos.md,1,Chapter 1.5A - Stateful Orchestration,"Stateful Orchestration, ReAct Pattern, Logic Trees, State Machines, LangGraph",1,30,LangGraph Tutorial 1 - Building Stateful Multi-AI Agents,True,https://www.youtube.com/watch?v=gqvFmK7LpDo,https://www.youtube.com/watch?v=gqvFmK7LpDo,youtube_video,youtube:video:gqvFmK7LpDo,gqvFmK7LpDo,~40 minutes,True,,"State machine fundamentals, graph-based workflows, multi-agent coordination with LangGraph",178,assigned,,,,,,,2,2,2
VR-47E96440B8D01D72,Part_01_YoutubeVideos.md,1,Chapter 1.5A - Stateful Orchestration,"Stateful Orchestration, ReAct Pattern, Logic Trees, State Machines, LangGraph",2,31,LangGraph Tutorial 2 - Multi AI Agents with External Tools,True,https://www.youtube.com/watch?v=b2iM9bPdAEs,https://www.youtube.com/watch?v=b2iM9bPdAEs,youtube_video,youtube:video:b2iM9bPdAEs,b2iM9bPdAEs,~27 minutes,True,,"Tool integration in stateful agents, external API calls, state persistence",182,assigned,,,,,,,2,2,2
VR-8903D9BF813F7770,Part_01_YoutubeVideos.md,1,Chapter 1.5A - Stateful Orchestration,"Stateful Orchestration, ReAct Pattern, Logic Trees, State Machines, LangGraph",3,32,Agentic AI with LangGraph and MCP Crash Course,True,https://www.youtube.com/watch?v=dIb-DujRNEo,https://www.youtube.com/watch?v=dIb-DujRNEo,youtube_video,youtube:video:dIb-DujRNEo,dIb-DujRNEo,~147 minutes,True,,"Model Context Protocol integration, advanced LangGraph patterns, production deployment",186,assigned,,,,,,,2,1,2
VR-0D7F5A51DC3CE224,Part_01_YoutubeVideos.md,1,Chapter 1.5A - Stateful Orchestration,"Stateful Orchestration, ReAct Pattern, Logic Trees, State Machines, LangGraph",4,33,LangGraph Crash Course with Code Examples,True,https://www.youtube.com/watch?v=PqS1kib7RTw,https://www.youtube.com/watch?v=PqS1kib7RTw,youtube_video,youtube:video:PqS1kib7RTw,PqS1kib7RTw,~39 minutes,True,,"StateGraph fundamentals, conditional routing, state transitions, debugging",190,assigned,,,,,,,2,1,2
VR-A2DFB1AA38750BF6,Part_01_YoutubeVideos.md,1,Chapter 1.5A - Stateful Orchestration,"Stateful Orchestration, ReAct Pattern, Logic Trees, State Machines, LangGraph",5,34,Development with Large Language Models,True,https://www.youtube.com/watch?v=xZDB1naRUlk,https://www.youtube.com/watch?v=xZDB1naRUlk,youtube_video,youtube:video:xZDB1naRUlk,xZDB1naRUlk,~150 minutes,True,,"LLM application development, prompt engineering for stateful systems, error handling",194,assigned,,,,,,,1,1,1
VR-6D2C3DB0A3FFEB13,Part_01_YoutubeVideos.md,1,Chapter 1.5B - Stateful Examples,"LangGraph StateGraph, Conditional Routing, Error Recovery, Parallel Execution",1,35,NVIDIA NIM Multimodal RAG,True,https://www.youtube.com/watch?v=NaT5Eo97_I0,https://www.youtube.com/watch?v=NaT5Eo97_I0,youtube_video,youtube:video:NaT5Eo97_I0,NaT5Eo97_I0,~20 minutes,True,,"NVIDIA NIM optimization, 3× latency reduction, TensorRT acceleration for RAG pipelines",205,assigned,,,,,,,2,1,2
VR-702CC4E801827BAE,Part_01_YoutubeVideos.md,1,Chapter 1.5B - Stateful Examples,"LangGraph StateGraph, Conditional Routing, Error Recovery, Parallel Execution",2,36,Getting Started with LangGraph,True,https://www.youtube.com/watch?v=gqvFmK7LpDo,https://www.youtube.com/watch?v=gqvFmK7LpDo,youtube_video,youtube:video:gqvFmK7LpDo,gqvFmK7LpDo,~40 minutes,True,,"State schema design, TypedDict patterns, StateGraph basics",209,assigned,,,,,,,2,2,2
VR-D023483BA101C4B0,Part_01_YoutubeVideos.md,1,Chapter 1.5B - Stateful Examples,"LangGraph StateGraph, Conditional Routing, Error Recovery, Parallel Execution",3,37,Building Multi AI Agents Chatbots,True,https://www.youtube.com/watch?v=b2iM9bPdAEs,https://www.youtube.com/watch?v=b2iM9bPdAEs,youtube_video,youtube:video:b2iM9bPdAEs,b2iM9bPdAEs,~27 minutes,True,,"Conditional routing, tool integration, chatbot workflows with LangGraph",213,assigned,,,,,,,2,2,2
VR-65E591C05DE1B992,Part_01_YoutubeVideos.md,1,Chapter 1.5B - Stateful Examples,"LangGraph StateGraph, Conditional Routing, Error Recovery, Parallel Execution",4,38,Agentic AI with LangGraph and MCP Crash Course,True,https://www.youtube.com/watch?v=dIb-DujRNEo,https://www.youtube.com/watch?v=dIb-DujRNEo,youtube_video,youtube:video:dIb-DujRNEo,dIb-DujRNEo,~147 minutes,True,,"Error handling, state persistence, Human-in-the-Loop patterns, production deployment",217,assigned,,,,,,,2,1,2
VR-9B7A6EBC6EB33A80,Part_01_YoutubeVideos.md,1,Chapter 1.5B - Stateful Examples,"LangGraph StateGraph, Conditional Routing, Error Recovery, Parallel Execution",5,39,Python Asynchronous Programming,True,https://www.youtube.com/watch?v=t5Bo1Je9EmE,https://www.youtube.com/watch?v=t5Bo1Je9EmE,youtube_video,youtube:video:t5Bo1Je9EmE,t5Bo1Je9EmE,~26 minutes,True,,"Asyncio fundamentals, async/await syntax, parallel execution patterns",221,assigned,,,,,,,2,1,2
VR-29C924383C9677D8,Part_01_YoutubeVideos.md,1,Chapter 1.6 - Orchestration Pitfalls,"State Management, Infinite Loops, Parallel Execution, Multi-Agent Coordination",1,40,LangGraph Multi-Agent Workflows,True,https://www.youtube.com/watch?v=hvAPnpSfSGo,https://www.youtube.com/watch?v=hvAPnpSfSGo,youtube_video,youtube:video:hvAPnpSfSGo,hvAPnpSfSGo,~25 minutes,True,,"Multi-agent coordination, state sharing, collaboration patterns",233,assigned,,,,,,,4,3,4
VR-E97773536A724485,Part_01_YoutubeVideos.md,1,Chapter 1.6 - Orchestration Pitfalls,"State Management, Infinite Loops, Parallel Execution, Multi-Agent Coordination",2,41,Building AI Agent Systems with LangGraph,True,https://www.youtube.com/watch?v=5h-JBkySK34,https://www.youtube.com/watch?v=5h-JBkySK34,youtube_video,youtube:video:5h-JBkySK34,5h-JBkySK34,~35 minutes,True,,"Tool calls, state management, agent workflow orchestration",237,assigned,,,,,,,2,1,2
VR-29A70E92C94E9A20,Part_01_YoutubeVideos.md,1,Chapter 1.6 - Orchestration Pitfalls,"State Management, Infinite Loops, Parallel Execution, Multi-Agent Coordination",3,42,Building Stateful Conversational AI Agents,True,https://www.youtube.com/watch?v=k1OEeqknoR0,https://www.youtube.com/watch?v=k1OEeqknoR0,youtube_video,youtube:video:k1OEeqknoR0,k1OEeqknoR0,~30 minutes,True,,"Stateful conversations, HITL workflows, state persistence",241,assigned,,,,,,,1,1,1
VR-4795C9C8398F0B33,Part_01_YoutubeVideos.md,1,Chapter 1.6 - Orchestration Pitfalls,"State Management, Infinite Loops, Parallel Execution, Multi-Agent Coordination",4,43,How to Add Memory to LangGraph Agents,True,https://www.youtube.com/watch?v=wKeFV11Uvds,https://www.youtube.com/watch?v=wKeFV11Uvds,youtube_video,youtube:video:wKeFV11Uvds,wKeFV11Uvds,~35 minutes,True,,"LangGraph memory and checkpointing, persistent state, and long-term vs. short-term memory patterns",245,assigned,,,,,,,3,2,3
VR-CF70224174F8E27D,Part_01_YoutubeVideos.md,1,Chapter 1.6 - Orchestration Pitfalls,"State Management, Infinite Loops, Parallel Execution, Multi-Agent Coordination",5,44,LangGraph Persistence,True,https://docs.langchain.com/oss/python/langgraph/persistence,https://docs.langchain.com/oss/python/langgraph/persistence,web,docs.langchain.com/oss/python/langgraph/persistence,,,False,Official LangGraph documentation,"Checkpoints, threads, conversational memory, fault-tolerant recovery, pending writes, and time-travel replay",249,resolved_official_replacement,2026-07-28,"The same prior video ID was reused under three incompatible descriptions, so the intended target could not be trusted.",LangGraph Persistence,https://docs.langchain.com/oss/python/langgraph/persistence,high,Keep the official persistence documentation as the canonical reference.,2,2,2
VR-DB1084B973E4E9F5,Part_01_YoutubeVideos.md,1,Chapter 1.7A - Knowledge Graphs,"Property Graphs, Neo4j, Cypher, NER, Relationship Extraction, Multi-hop Reasoning",1,45,Knowledge Graphs - Computerphile,True,https://www.youtube.com/watch?v=PZBm7M0HGzw,https://www.youtube.com/watch?v=PZBm7M0HGzw,youtube_video,youtube:video:PZBm7M0HGzw,PZBm7M0HGzw,~18 minutes,True,,"Knowledge graph fundamentals, graph-based data representation",261,assigned,,,,,,,1,1,1
VR-C4B1E7022E517D6B,Part_01_YoutubeVideos.md,1,Chapter 1.7A - Knowledge Graphs,"Property Graphs, Neo4j, Cypher, NER, Relationship Extraction, Multi-hop Reasoning",2,46,Neo4j Graph Database Course - Full Tutorial,True,https://www.youtube.com/watch?v=_IgbB24scLI,https://www.youtube.com/watch?v=_IgbB24scLI,youtube_video,youtube:video:_IgbB24scLI,_IgbB24scLI,~5 hours,True,,"Neo4j fundamentals, Cypher language, integration with Java/Spring Boot/React",265,assigned,,,,,,,2,2,2
VR-AA8B41ECA53317AA,Part_01_YoutubeVideos.md,1,Chapter 1.7A - Knowledge Graphs,"Property Graphs, Neo4j, Cypher, NER, Relationship Extraction, Multi-hop Reasoning",3,47,Neo4j Cypher Query Language - Developer Webinar,True,https://www.youtube.com/watch?v=pMjwgKqMzi8,https://www.youtube.com/watch?v=pMjwgKqMzi8,youtube_video,youtube:video:pMjwgKqMzi8,pMjwgKqMzi8,~52 minutes,True,,"Cypher fundamentals, pattern matching, MERGE operations, multi-hop traversals",269,assigned,,,,,,,1,1,1
VR-646E78D0A7D5FDCF,Part_01_YoutubeVideos.md,1,Chapter 1.7A - Knowledge Graphs,"Property Graphs, Neo4j, Cypher, NER, Relationship Extraction, Multi-hop Reasoning",4,48,"Get Started with Python, Flask, and Neo4j",True,https://www.youtube.com/watch?v=uZqGKg0ad7k,https://www.youtube.com/watch?v=uZqGKg0ad7k,youtube_video,youtube:video:uZqGKg0ad7k,uZqGKg0ad7k,,False,,Connecting a Flask application to Neo4j and performing introductory graph-database operations from Python,273,assigned,,,,,,,2,2,2
VR-90D95E11731A007C,Part_01_YoutubeVideos.md,1,Chapter 1.7A - Knowledge Graphs,"Property Graphs, Neo4j, Cypher, NER, Relationship Extraction, Multi-hop Reasoning",5,49,RAG From Scratch - Complete Course,True,https://www.youtube.com/watch?v=sVcwVQRHIc8,https://www.youtube.com/watch?v=sVcwVQRHIc8,youtube_video,youtube:video:sVcwVQRHIc8,sVcwVQRHIc8,~3.5 hours,True,,"RAG fundamentals, graph databases in RAG architectures, LangChain integration",277,assigned,,,,,,,8,4,8
VR-CFCAF35B97FE6AF1,Part_01_YoutubeVideos.md,1,Chapter 1.7A - Knowledge Graphs,"Property Graphs, Neo4j, Cypher, NER, Relationship Extraction, Multi-hop Reasoning",6,50,Query Structuring for Graph Databases,True,https://www.youtube.com/watch?v=kl6NwWYxvbM,https://www.youtube.com/watch?v=kl6NwWYxvbM,youtube_video,youtube:video:kl6NwWYxvbM,kl6NwWYxvbM,~8 minutes,True,,"Natural language to Cypher query translation, LangChain + Neo4j integration",281,assigned,,,,,,,1,1,1
VR-E81D4A93C98844A6,Part_01_YoutubeVideos.md,1,Chapter 1.7A - Knowledge Graphs,"Property Graphs, Neo4j, Cypher, NER, Relationship Extraction, Multi-hop Reasoning",7,51,Named Entity Recognition with spaCy,True,https://www.youtube.com/watch?v=ytAyCO-n8tY,https://www.youtube.com/watch?v=ytAyCO-n8tY,youtube_video,youtube:video:ytAyCO-n8tY,ytAyCO-n8tY,~18 minutes,True,,"NER fundamentals, entity extraction, entity type classification",285,assigned,,,,,,,1,1,1
